,trackName,artistName,numPlays,URI,valence,tempo,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,speechiness
3017,Masterpiece,Big Thief,1,spotify:track:62aOYUWnWQtWvWLAvvWBZi,0.4,72.042,0.0011,0.419,230586,0.705,3.52E-05,4,0.161,-7.819,0.0288
3018,"Isabel's Moment (feat. Tobias Jesso, Jr.)",King Princess,1,spotify:track:0yq6J8t1Dulzvlg0GyALjy,0.104,133.658,0.934,0.344,133493,0.334,0.0504,6,0.101,-8.235,0.0389
3019,Everything I Want,Outdream,1,spotify:track:68qbDkaOXGQ2lZWmwrTsfv,0.19,80.021,0.794,0.735,147938,0.392,0.9,9,0.0928,-10.111,0.0843
3020,I Hate Everything About You,Three Days Grace,1,spotify:track:6rUp7v3l8yC4TKxAAR5Bmx,0.453,89.342,0.00461,0.498,231480,0.83,0,6,0.139,-5.157,0.0421
3021,Lose Somebody,Kygo,1,spotify:track:7xbWAw3LMgRMn4omR5yVn3,0.507,147.988,0.344,0.58,199549,0.586,0,1,0.0755,-6.883,0.0357
3022,Black Lipstick,Chicano Batman,1,spotify:track:2wsW7FXHByxfP6Qzwf4iaj,0.762,121.465,0.103,0.823,229381,0.416,0.000539,11,0.12,-8.965,0.0422
3023,If,Chon,1,spotify:track:3WvRegLgaJeZIYnLDS8OQE,0.292,124.934,0.0322,0.575,182440,0.63,0.739,2,0.285,-10.649,0.0339
3024,Juke Box Hero,Foreigner,1,spotify:track:139vZye7kKfLw1dYITnaVW,0.572,176.806,0.0279,0.314,265924,0.79,8.42E-06,8,0.171,-5.335,0.0617
3025,"Believe It or Not (Theme from ""Greatest American Hero"")",Joey Scarbury,1,spotify:track:375ntCG12wzCyfzclwYFwG,0.451,117.129,0.249,0.521,195293,0.743,0,2,0.096,-5.903,0.0338
3026,With Or Without You - Remastered,U2,1,spotify:track:2x45xqISlmmDJqxOqr8BuS,0.116,110.181,0.000185,0.538,295520,0.432,0.309,2,0.139,-11.882,0.0295
3027,Everybody (Backstreet's Back) - Extended Version,Backstreet Boys,1,spotify:track:3tH03v5SIWaglfE3rzXzeB,0.515,108.056,0.00564,0.792,286307,0.819,0.000163,10,0.175,-4.933,0.0367
3028,Only the Good Die Young,Billy Joel,1,spotify:track:4gehZ6WYqLOXZpmMEq3Em9,0.766,152.092,0.223,0.519,233333,0.875,0,0,0.0915,-6.488,0.132
3029,Teenage Blue,Dreamgirl,1,spotify:track:7mgI1HLrLMlIHL3wzotbyM,0.135,180.28,0.837,0.178,234969,0.461,0.0187,11,0.133,-7.479,0.0312
3030,Ain't Together,King Princess,1,spotify:track:3XJHh26uduuRrr8MO17RU4,0.766,81.553,0.267,0.714,202280,0.658,0,0,0.176,-5.497,0.0315
3031,Walcott,Vampire Weekend,1,spotify:track:0BZY839qKXibapu4S0GYE2,0.59,160.71,0.512,0.398,221600,0.56,0.0151,5,0.224,-5.448,0.0312
3032,Do You Wanna See Me Crying?,King Princess,1,spotify:track:6UxU84SbSxqb6ZD4q6lnkN,0.312,129.801,0.809,0.589,105587,0.559,0.000585,1,0.103,-8.167,0.212
3033,Imposter Syndrome - Audiotree Live Version,Sidney Gish,1,spotify:track:5hUNNwEi29wGDVuGUJ8Lt7,0.664,116.767,0.736,0.575,223385,0.486,0,11,0.155,-6.975,0.0515
3034,I Love Rock 'N Roll,Joan Jett & The Blackhearts,1,spotify:track:4YqHi0soIGjgfRjIBO1cCm,0.887,94.69,0.295,0.541,175493,0.72,0,4,0.722,-5.437,0.0497
3035,The Kids Don't Stand a Chance,Vampire Weekend,1,spotify:track:343bBmd4LiBX5OlHXDICa1,0.882,140.016,0.293,0.658,243000,0.463,0.57,0,0.175,-6.251,0.0365
3036,Homegirl,King Princess,1,spotify:track:3i5giNIftEaDShtbomT1g2,0.148,124.874,0.355,0.59,181067,0.423,1.57E-06,0,0.156,-6.969,0.0301
3037,Interstate,Big Thief,1,spotify:track:58DcdjnBL6D3vAQ4znTx2u,0.74,127.672,0.0969,0.41,204244,0.629,0.0324,6,0.539,-8.404,0.0344
3038,Rosewood,Chon,1,spotify:track:2jXqwDpsiC0h6oaGxa4dIl,0.183,109.997,0.453,0.549,220120,0.646,0.786,8,0.0853,-11.936,0.0312
3039,Animals,Big Thief,1,spotify:track:2sYbC0YNUuWKQx3FHjAcdS,0.7,137.355,0.00891,0.473,179455,0.39,0.0328,0,0.0925,-9.246,0.0322
3040,Girls Just Want to Have Fun,STRFKR,1,spotify:track:4Xmi5NF1gh6ACPO5fX9HbQ,0.739,120.005,0.035,0.757,187853,0.701,0.00228,6,0.32,-6.054,0.0414
3041,Unforgettable Memories,Utopiaboy,1,spotify:track:1mrxD7yMXb3MkSxQVzLWfO,0.127,95.015,0.202,0.862,123803,0.338,0.514,10,0.105,-9.244,0.0437
3042,Ghosts,The Presets,1,spotify:track:17qyE3zCNdfOKmH3SXMwFX,0.545,139.976,0.154,0.607,209040,0.68,2.76E-06,1,0.242,-9.15,0.0384
3043,Family Tradition,"Hank Williams, Jr.",1,spotify:track:2lYMQJyM2LOGEG3rVkdFod,0.794,126.342,0.0238,0.66,242960,0.523,0,4,0.142,-12.068,0.0608
3044,I Thought About You - Remastered 1998,Frank Sinatra,1,spotify:track:0U3WKZuIRITL64XoiSOYDV,0.532,115.982,0.697,0.592,150600,0.23,1.27E-06,1,0.0971,-14.583,0.0372
3045,Kitsune,SOXX,1,spotify:track:2gFZl6r4RRCNKieTtuDJel,0.235,127.999,0.137,0.804,180000,0.841,0.0469,11,0.141,-4.814,0.0595
3046,Makin' Whoopee - Remastered 1998,Frank Sinatra,1,spotify:track:5lP41Yxxj6aFlAQQSyWDZf,0.514,107.374,0.778,0.566,186107,0.221,0,9,0.187,-13.029,0.0383
3047,Swingin' Down The Lane - Remastered 1998,Frank Sinatra,1,spotify:track:1KITyoBDaOcjwrkrjZOmhs,0.642,123.072,0.603,0.466,173867,0.288,0,4,0.0955,-12.757,0.035
3048,You Shook Me All Night Long,AC/DC,1,spotify:track:6yl8Es1tCYD9WdSkeVLFw4,0.769,127.316,0.00224,0.529,210880,0.768,0.00075,7,0.297,-5.51,0.0566
3049,Anything Goes - Remastered 1998,Frank Sinatra,1,spotify:track:7rAgJymUoVzGtnuvLMqSMu,0.596,120.641,0.664,0.658,162893,0.212,0,9,0.634,-13.589,0.049
3050,Clay Pigeons,Michael Cera,1,spotify:track:0XgRWgcs0Pcr9PSIdFWD4N,0.441,172.175,0.97,0.292,186000,0.241,0.00989,6,0.105,-17.001,0.0428
3051,Roomies,Glimlip,1,spotify:track:0uJPGmeHhwMrXVAPZewXVR,0.506,83.961,0.758,0.785,140000,0.449,0.822,4,0.235,-9.813,0.172
3052,Ruth,Michael Cera,1,spotify:track:7qCb1HRDaOWjNouQDrHrPc,0.0651,85.732,0.919,0.463,316682,0.0546,0.000253,0,0.112,-24.943,0.0427
3053,Dead of Night,Orville Peck,1,spotify:track:08unC8N1V1dEcqiyi06g6W,0.48,99.683,0.811,0.491,239001,0.549,0.361,2,0.0606,-11.608,0.0546
3054,Kaw-Liga,"Hank Williams, Jr.",1,spotify:track:29WXCGyb4nYzFu5gnKwU8T,0.72,105.169,0.365,0.744,264600,0.755,0.0159,11,0.0706,-10.706,0.0481
3055,Southern Nights,Whitney,1,spotify:track:1vGVtARv0mDdp9tBEDyHtf,0.425,84.228,0.993,0.568,212622,0.295,0.503,7,0.14,-7.865,0.05
3056,Love Is Here To Stay - Remastered 1998,Frank Sinatra,1,spotify:track:3YCbx1QqGrnxMsPEZLC1CT,0.424,108.999,0.676,0.547,162840,0.208,0,9,0.1,-13.458,0.0334
3057,I've Got You Under My Skin - Remastered 1998,Frank Sinatra,1,spotify:track:3aEJMh1cXKEjgh52claxQp,0.591,127.15,0.452,0.585,223760,0.247,8.85E-06,1,0.107,-12.612,0.04
3058,it's different for girls,of Montreal,1,spotify:track:17Tg9KYEkRRmftzs6BcFYY,0.678,114.004,0.000523,0.6,239227,0.818,0.00292,0,0.505,-6.325,0.0271
3059,Let's Find an Out,Snail Mail,1,spotify:track:2LxA6Pfh5QSsvvBWu6cqVn,0.143,95.97,0.686,0.573,133227,0.45,0.00163,0,0.0852,-9.491,0.0258
3060,"Alcove (Amperland, NY)",Pinegrove,1,spotify:track:2cMeiLK3Yb42mRJkpg3mgq,0.166,60.321,0.845,0.664,173307,0.034,0.0111,2,0.155,-17.038,0.0348
3061,Trust Nobody,King Princess,1,spotify:track:6fXsaYU6qPZeiVLUZcpZNl,0.611,79.987,0.118,0.609,195067,0.911,0.000605,6,0.135,-4.219,0.0745
3062,Movember,Mom Jeans.,1,spotify:track:6B7wWLpJGJ9BPju5ytcUvh,0.461,125.065,0.0585,0.499,217261,0.303,0,9,0.0785,-10.9,0.054
3063,Later Means Never,Velabeats,1,spotify:track:4vIem8iXNvCd3BZGEnBG2V,0.352,84.04,0.316,0.693,125863,0.391,0.946,0,0.0354,-10.552,0.0679
3064,"Thanksgiving (Amperland, NY)",Pinegrove,1,spotify:track:4uTBcdEYJIoZpHk1P9d3d7,0.0388,60.983,0.77,0.317,65973,0.189,0.256,1,0.177,-13.772,0.0344
3065,Golden Dream,Snail Mail,1,spotify:track:57tFTt7bkxQ1vvaPy1kgSF,0.394,117.852,9.80E-05,0.567,207333,0.645,0.000286,1,0.079,-6.91,0.0288
3066,She,Alice Phoebe Lou,1,spotify:track:1uUjjVM3Dp9RDxhaJbu0RG,0.0651,128.411,0.117,0.358,235516,0.579,0.0109,2,0.0899,-8.718,0.0388
3067,Revenge Of The Nameless Ranger,Modern Baseball,0,spotify:track:1PmSwX3Nz1Ye1NWwVHMxoM,0.341,124.072,0.000988,0.258,152648,0.698,0,4,0.0955,-5.698,0.0386
3068,Poor Boxer Shorts - Audiotree Live Version,Mom Jeans.,0,spotify:track:66MV14pN0cDbbfsODHC9Dq,0.375,169.817,0.000311,0.216,237340,0.903,0.0156,3,0.308,-6.274,0.0526
3069,The Throne Room and End Title,John Williams,0,spotify:track:3HjDvnmiTLKaDalq4u2Hem,0.191,57.633,0.786,0.297,334427,0.372,0.88,0,0.0758,-11.987,0.0331
3070,Two Good Things,Modern Baseball,0,spotify:track:4imhdfDAfXSdwPKyU1uJZB,0.251,120.04,0.0232,0.627,168885,0.619,2.50E-05,11,0.185,-7.246,0.0262
3071,It's Cold Out Here,Modern Baseball,0,spotify:track:7LuJp4ouexNcQQKlo6kezA,0.37,101.224,0.00177,0.512,176385,0.797,1.18E-06,1,0.092,-4.718,0.049
3072,Come On Eileen,Dexys Midnight Runners,0,spotify:track:2BoLwvKJHExuCp7Y20bMwS,0.825,107.02,0.197,0.392,205933,0.874,0,0,0.0843,-4.286,0.0891
3073,Tyrants,Catfish and the Bottlemen,0,spotify:track:1q6qol2S6DVzblAZuXT02K,0.33,136.253,0.000913,0.317,279067,0.699,0.0837,1,0.612,-5.552,0.0447
3074,The View From The Afternoon,Arctic Monkeys,0,spotify:track:4wSWZjWH7a5eVxskGxO13w,0.417,146.478,0.00487,0.387,222947,0.922,0,9,0.187,-5.192,0.0674
3075,We Own The Night,Dance Gavin Dance,0,spotify:track:4rc2WNOt2w8BHfQjBC8PO0,0.485,78.318,0.0509,0.224,205707,0.905,0,5,0.281,-3.239,0.0722
3076,3 Rounds and a Sound,Blind Pilot,0,spotify:track:6AYFKOPbmd12rUP5DalRwB,0.198,59.343,0.843,0.381,266960,0.288,0.00226,1,0.12,-12.323,0.0337
3077,Do You Want It All?,Two Door Cinema Club,0,spotify:track:3cZctvmBxzFJQBcV5uj4H9,0.607,153.821,0.00163,0.52,209387,0.812,0.000376,2,0.071,-5.229,0.059
3078,"The Planets, Op. 32: I. Mars, the Bringer of War",Gustav Holst,0,spotify:track:6azDDykaIBHmZQFEFTKycC,0.0465,94.656,0.836,0.184,473587,0.22,0.939,8,0.155,-18.605,0.0343
3079,"Suite Bergamasque, L. 75: III. Clair De Lune",Steve Anderson,0,spotify:track:1LgjqqeUpcACk4a94SiinY,0.0397,68.661,0.993,0.428,316747,0.0108,0.924,1,0.0812,-27.554,0.0425
3080,This Is the Life,Two Door Cinema Club,0,spotify:track:1sihSJEXrJJgyaLd4DeZYq,0.388,136.016,5.33E-05,0.457,210733,0.806,0.0124,4,0.0869,-5.434,0.107
3081,Power,Jodi,0,spotify:track:5AwbXzNe5PZtc94j5DSvO2,0.106,94.84,0.262,0.691,213158,0.107,0.821,7,0.0772,-14.086,0.0963
3082,Lasso,Phoenix,0,spotify:track:1DqTNIgasdUuTVBfHuEZds,0.944,150.948,0.0208,0.642,167840,0.628,0.00029,11,0.125,-7.272,0.0349
3083,Hourglass,Catfish and the Bottlemen,0,spotify:track:4y5MgOw7I68ZaC1n2gWvcy,0.398,129.91,0.389,0.651,138160,0.302,0.000251,6,0.15,-9.95,0.0328
3084,26,Catfish and the Bottlemen,0,spotify:track:18yJkeJ2fvBDal8O2lEeWx,0.471,155.098,1.60E-05,0.388,219227,0.862,0.000123,8,0.08,-3.479,0.05
3085,Gives You Hell,The All-American Rejects,0,spotify:track:5gb9UJkh8TfrNMRYOJNbew,0.552,100.008,0.0159,0.718,213107,0.691,0,4,0.0627,-6.44,0.0387
3086,Homecoming,Green Day,0,spotify:track:4wH29TM74O3788Kn1KzWuY,0.411,123.709,0.000722,0.296,558520,0.929,5.83E-06,9,0.349,-3.068,0.0751
3087,Danger Can't,Mom Jeans.,0,spotify:track:5DOtHgPOgU9hGAmr49WeBs,0.639,150.968,0.00953,0.655,214679,0.466,0,8,0.0751,-8.758,0.0511
3088,Scarborough Fair (Arr. Parkin),Traditional,0,spotify:track:4mWtlEtm1V02Mwd7YLZGNv,0.249,115.08,0.976,0.31,194533,0.0253,0.893,2,0.123,-30.561,0.0395
3089,"Flute Sonata in E-Flat Major, BWV 1031: II. Siciliano (Arr. I. Friedman for Piano)",Johann Sebastian Bach,0,spotify:track:4gpvjmRcNjK12EIKLP7uLZ,0.151,68.537,0.995,0.308,147880,0.0191,0.882,7,0.0809,-32.169,0.0656
3090,I Don't Wanna Be Okay Without You,Charlie Burg,0,spotify:track:5HKv1sFHbXgmXBih203HxT,0.166,62.984,0.399,0.532,243797,0.319,2.52E-05,5,0.138,-7.461,0.0288
3091,Fallout,Catfish and the Bottlemen,0,spotify:track:2PAeLLcnw42x5ZszOfFz50,0.341,146.028,9.66E-05,0.358,210405,0.851,0,8,0.363,-3.76,0.0549
3092,Feels Like We Only Go Backwards,Tame Impala,0,spotify:track:0LtOwyZoSNZKJWHqjzADpW,0.491,149.508,0.0277,0.303,192960,0.9,0.635,2,0.11,-2.352,0.0574
3093,All I Want,Kodaline,0,spotify:track:0NlGoUyOJSuSHmngoibVAs,0.159,187.376,0.174,0.188,305747,0.411,0.153,0,0.0843,-9.733,0.0484
3094,This Too Shall Pass,Darrin Bradbury,0,spotify:track:7zf3sexKwj4fn8Av21k5Kd,0.811,146.749,0.383,0.708,141173,0.553,1.74E-06,4,0.108,-10.485,0.196
3095,Bad Boy,The Jive Bombers,0,spotify:track:1TOiNLvH6L9rGq3BZY2HS5,0.518,108.23,0.973,0.464,173160,0.35,4.40E-06,10,0.0846,-9.424,0.0312
3096,Begin Again (Taylor's Version),Taylor Swift,0,spotify:track:05GsNucq8Bngd9fnd4fRa0,0.267,78.915,0.075,0.519,238867,0.527,0,7,0.132,-7.673,0.0274
3097,Tomorrow's Song,Ólafur Arnalds,0,spotify:track:0YPagAr3GhXlRX06E4nUcw,0.139,140.478,0.988,0.437,187848,0.0463,0.917,0,0.0845,-25.928,0.0369
3098,Classic Male Pregame,Lil Dicky,0,spotify:track:1XP1Ra7mHVoaRtGzgiiVJo,0.378,119.809,0.737,0.623,242573,0.542,0,7,0.302,-6.034,0.149
3099,Forever Winter (Taylor's Version) (From The Vault),Taylor Swift,0,spotify:track:3oGVx9RBmiYGv5ZCecWLkx,0.41,116.012,0.256,0.611,263533,0.552,0,7,0.134,-5.828,0.031
3100,Patrick Ewing,Girlfriends,0,spotify:track:5P9wr82MKfYQ9LbSOM7QIe,0.59,115.053,0.917,0.531,70016,0.648,0.909,0,0.104,-9.443,0.0371
3101,Love Of My Life - Remastered 2011,Queen,0,spotify:track:790YJcgHlN3SaosQCHlWzn,0.26,79.195,0.936,0.331,217400,0.183,9.07E-06,5,0.115,-11.63,0.0287
3102,State Of Grace,Taylor Swift,0,spotify:track:19CSr8rwW05VJL2F91KFNK,0.535,88.856,0.855,0.515,260440,0.545,1.97E-05,2,0.0921,-9.277,0.0353
3103,gold rush,Taylor Swift,0,spotify:track:5BK0uqwY9DNfZ630STAEaq,0.353,112.05,0.83,0.512,185320,0.462,0.166,9,0.121,-10.491,0.0408
3104,the last great american dynasty,Taylor Swift,0,spotify:track:2Eeur20xVqfUoM3Q7EFPFt,0.706,147.922,0.467,0.686,230999,0.662,0.0023,7,0.109,-8.505,0.0413
3105,Wear My Hat,Mac Miller,0,spotify:track:48fGi6IQWbiecCTdfdSiZd,0.871,76.013,0.328,0.837,240095,0.68,0,3,0.0973,-4.038,0.0667
3106,Best Day Ever,Mac Miller,0,spotify:track:56XhZKFVFeylLeAELp6pdE,0.0681,175.028,0.0401,0.223,159119,0.572,0,9,0.216,-4.531,0.0461
3107,Undercover Martyn,Two Door Cinema Club,0,spotify:track:0Hrd6CSafHHqKptyFppmqH,0.568,159.867,0.00025,0.442,167773,0.872,1.74E-05,2,0.0602,-5.072,0.123
3108,Audrey Tell Me,Juice,0,spotify:track:7DmjDhPdEeaNMB7WukaAux,0.684,113.953,0.362,0.519,254621,0.832,0,10,0.112,-3.659,0.0679
3109,Come Back Home,Two Door Cinema Club,0,spotify:track:0b43NRSKWYa0P6R3dXaSlh,0.474,124.935,0.00122,0.604,203960,0.865,0.0209,5,0.515,-5.335,0.057
3110,Isla Desierta,Cala Vento,0,spotify:track:46YtseyUlbYQtrbFaIV46e,0.429,151.075,0.00215,0.509,166392,0.905,7.12E-06,7,0.134,-7.042,0.0825
3111,Hudson,Vampire Weekend,0,spotify:track:2qkeodJXQPyrnPLXvUb9MJ,0.242,80.017,0.553,0.424,254800,0.439,0.000417,2,0.132,-10.46,0.0536
3112,Cigarettes In the Theatre,Two Door Cinema Club,0,spotify:track:2Vfbf60Ujpom3Bcljzw7Dd,0.67,168.973,8.03E-05,0.454,214253,0.867,0.265,0,0.115,-5.321,0.214
3113,What About Me,Lake Street Dive,0,spotify:track:7ndtt3HEYh7HUWWZucELeD,0.801,154.038,0.213,0.532,257227,0.86,0,11,0.111,-5.25,0.109
3114,New Friends (Schuylkill Session),Pinegrove,0,spotify:track:0OkXMyN3go7YZDh0J9EcCX,0.461,106.107,0.778,0.555,184946,0.334,0.00014,2,0.131,-9.8,0.0712
3115,Old Friends (Schuylkill Session),Pinegrove,0,spotify:track:0Wwix3XEFSoMIXvE5Wh9Xb,0.347,75.27,0.877,0.711,221581,0.277,3.91E-06,9,0.154,-9.334,0.0321
3116,No Faith in Brooklyn (feat. Jhameel),Hoodie Allen,0,spotify:track:4V8uu21mnpyg7BElNNJdPs,0.4,91.947,0.0121,0.695,201227,0.807,0,9,0.266,-5.123,0.0346
3117,Small Town,Hoodie Allen,0,spotify:track:3MK9arv6I3lGQkAOANmZ5L,0.864,126.978,0.000491,0.676,214364,0.885,0,11,0.325,-5.844,0.049
3118,Jet Black (feat. Brandy),Anderson .Paak,0,spotify:track:70pZIQqQ37SrNCADx0FiPN,0.473,108.204,0.0302,0.819,208395,0.596,4.59E-06,7,0.102,-7.697,0.123
3119,BLOSSOM,Aries,0,spotify:track:7dzwCwvobdoKlIHr9XPZns,0.315,82.987,0.155,0.594,127972,0.449,0,1,0.127,-7.832,0.0545
3120,Two Lips (feat. Ocd: Moosh and Twist),Hoodie Allen,0,spotify:track:2rCbyCozu1vDpEF9jzirzY,0.745,95.488,0.0132,0.728,224656,0.955,0,7,0.123,-3.716,0.0768
3121,Welcome to Paradise,Green Day,0,spotify:track:5kr3j5Clb9rjEposoMyLVt,0.717,89.428,0.000241,0.37,224133,0.96,0.0116,3,0.0563,-4.162,0.0378
3122,Every Kinda People,Robert Palmer,0,spotify:track:4wtMTPuSOCda8bW3Z4Y1rn,0.865,93.954,0.0031,0.641,223707,0.686,8.66E-06,1,0.0368,-8.545,0.0336
3123,Top of the World,Hoodie Allen,0,spotify:track:7iLuyv4AQgOwLdSQa9Uank,0.594,93.961,0.00736,0.633,212479,0.931,0,1,0.922,-4.632,0.109
3124,Problems,Pinegrove,0,spotify:track:5IU7VALvsWfzC8W5rjLNT0,0.313,125.429,0.00771,0.587,80490,0.746,2.17E-05,2,0.144,-5.435,0.0388
3125,Fame Is for Assholes (feat. Chiddy),Hoodie Allen,0,spotify:track:3D0b0441vvXFJvgbaiDyp3,0.647,114.012,0.0141,0.817,196456,0.709,0,9,0.0756,-5.682,0.0541
3126,Let Me Be Me,Hoodie Allen,0,spotify:track:3pZcr8E5fCMhZiqKdRQm6u,0.627,173.913,0.0813,0.508,224201,0.838,0,5,0.209,-5.82,0.106
3127,Reunion,Hoodie Allen,0,spotify:track:5m94r6OJerLU1ZK4UkxwdN,0.268,102.595,0.0245,0.735,215639,0.624,0,1,0.533,-4.365,0.179
3128,Leave It In The Sun,Jeff Rosenstock,0,spotify:track:7iw9gWQ7fhTvqzTZfepe4I,0.353,148.974,0.00156,0.345,151841,0.96,0,1,0.685,-4,0.0908
3129,She,Green Day,0,spotify:track:4wsQGsdf8D0Bj26cGdvreB,0.874,93.307,7.37E-05,0.37,134293,0.937,0.00817,1,0.0904,-3.939,0.0356
3130,Oy Vey,Mac Miller,0,spotify:track:0BJU3HPSwhJEg6xvXOgCBr,0.617,170.177,0.391,0.537,271283,0.737,0.000333,5,0.115,-5.858,0.319
3131,Live Well,Palace,0,spotify:track:2H30WL3exSctlDC9GyRbD4,0.435,96.017,0.264,0.496,249840,0.644,0,2,0.0695,-5.385,0.0269
3132,"Piano Sonata No.14 in C-Sharp Minor, Op. 27 No. 2 - ""Moonlight"": I. Adagio sostenuto",Ludwig van Beethoven,0,spotify:track:3GnyDEGX10NBU7t5X7BVd7,0.0719,74.306,0.995,0.266,363800,0.0032,0.894,11,0.123,-40.471,0.0372
3133,Cake Boy,Hoodie Allen,0,spotify:track:5kkXF6LWm1mCrQNEFEdpUl,0.156,83.087,0.000296,0.744,163032,0.636,0,1,0.109,-7.882,0.186
3134,Welcome to My Life,Simple Plan,0,spotify:track:714Lw0m2SmCEhKSPw0Dn8J,0.491,173.255,0.0134,0.421,206773,0.858,0,1,0.067,-4.535,0.0963
3135,Bulletproof Love,Pierce The Veil,0,spotify:track:6bGac1gBHs7kUKihrudMzq,0.464,144.048,0.00205,0.452,237400,0.964,5.31E-06,6,0.205,-2.877,0.0792
3136,Affection,Jinsang,0,spotify:track:7MdZQXUBijQxcBkYz4G1Z5,0.607,84.03,0.914,0.698,117495,0.193,0.937,1,0.0882,-15.01,0.0902
3137,Breezeblocks,alt-J,0,spotify:track:3n69hLUdIsSa1WlRmjMZlW,0.286,150.071,0.096,0.616,227080,0.656,0.000879,5,0.205,-7.298,0.0344
3138,SexyBack (feat. Timbaland),Justin Timberlake,0,spotify:track:4Lvc9SbPc0svm9TEoMgFzB,0.964,117,0.0679,0.967,242800,0.599,0,7,0.0526,-5.659,0.0706
3139,Sunset,Altair Blake,0,spotify:track:4PcsApZvvI8SVnkmuZ7LWu,0.773,160.02,0.0491,0.695,121500,0.473,0.26,7,0.135,-7.418,0.0956
3140,Lofi Rain,Chilled Cougar,0,spotify:track:0bUYgpgrUaoFouvS0vf6qe,0.366,80.021,0.933,0.532,120000,0.208,0.929,0,0.102,-17.916,0.0409
3141,Good Night,Oatmello,0,spotify:track:6CTqCqStHM2ji0liLLVJvk,0.189,122.064,0.929,0.533,157377,0.165,0.937,2,0.105,-14.879,0.0396
3142,Wakeup,Altair Blake,0,spotify:track:5AMhWOPe771tlQQXaDC5sO,0.669,163.977,0.062,0.729,143415,0.308,0.875,10,0.0981,-14.782,0.129
3143,The Girl With the Cappuccino,LoFi Waiter,0,spotify:track:451EMYReoEHbfvj75Pu1B9,0.222,80.002,0.656,0.79,114203,0.446,0.931,9,0.0933,-9.273,0.052
3144,With U,SwuM,0,spotify:track:0rNpm25xLsckCS9JPAgpwP,0.185,90.062,0.863,0.469,218667,0.309,0.809,1,0.0923,-11.858,0.0341
3145,I Got You (I Feel Good),James Brown & The Famous Flames,0,spotify:track:3wPd4lMZgTW1n8fuzB7sNP,0.699,143.8,0.35,0.593,166227,0.561,1.79E-06,7,0.141,-6.664,0.112
3146,viola,eevee,0,spotify:track:2U42jVkNgEU6DoM64eFD7i,0.191,78.015,0.967,0.645,86571,0.114,0.831,9,0.112,-15.768,0.356
3147,Walking On Sunshine,Katrina & The Waves,0,spotify:track:7DF5odk72U7ZZXi6hCaKjO,0.91,109.791,0.00115,0.592,236627,0.943,0.316,10,0.0735,-7.358,0.0389
3148,Comforting You,WYS,0,spotify:track:1OieOuP48UgIfNdekO4fdg,0.135,84.998,0.429,0.619,194882,0.349,0.934,0,0.0963,-14.316,0.0323
3149,French Inhale,[bsd.u],0,spotify:track:4JLI9AgtAXutJvjlXgZBoR,0.889,80.087,0.499,0.87,108078,0.146,0.941,8,0.105,-11.877,0.22
3150,Hooked On A Feeling,Blue Swede,0,spotify:track:4PLDCPnxz4duALtJwdlqE9,0.933,118.208,0.261,0.547,172867,0.82,0,8,0.3,-6.728,0.0805
3151,Lone Digger,Caravan Palace,0,spotify:track:0thLhIqWsqqycEqFONOyhu,0.88,123.989,0.596,0.769,229805,0.924,0.0156,5,0.114,-5.263,0.051
3152,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,0,spotify:track:6osaMSJh9NguagEDQcZaKx,0.371,192.091,0.278,0.694,185195,0.758,1.34E-06,11,0.102,-2.986,0.218
3153,Fill in the Blank,Car Seat Headrest,0,spotify:track:0SVvyfRMFMRJzc0L2odX20,0.5,162.794,0.00737,0.339,244507,0.829,1.26E-05,9,0.0596,-7.239,0.058
3154,Fat Bottomed Girls - Remastered 2011,Queen,0,spotify:track:4igIYHF3B5VBxEafHauVo3,0.404,88.772,0.0319,0.337,255600,0.684,6.57E-06,2,0.342,-7.674,0.0495
3155,Cupid's Chokehold / Breakfast in America,Gym Class Heroes,0,spotify:track:2Lhdl74nwwVGOE2Gv35QuK,0.619,78.953,0.237,0.72,243773,0.744,0,1,0.255,-6.938,0.12
3156,Good Life,Kanye West,0,spotify:track:14blxrgE0VWAgv5aF2wWmx,0.487,82.962,0.00305,0.439,207000,0.808,0,1,0.439,-6.881,0.346
3157,New Fields,Tom Doolie,0,spotify:track:5vRGKOlSH4PiVbfEO3bPZx,0.36,175.786,0.559,0.5,132427,0.486,0.353,9,0.119,-8.801,0.168
3158,Heart Tattoo,Joyce Manor,0,spotify:track:6PvAGVrBOBlVNdvdi0A7Xt,0.438,115.69,0.0017,0.474,110973,0.992,0,11,0.258,-0.902,0.0912
3159,Roots,Kupla,0,spotify:track:4ivra3rs51WBdEdlrnjwXb,0.382,75.89,0.35,0.812,138947,0.404,0.45,9,0.106,-8.448,0.231
3160,Passion Fruit Tea - Audiotree Live Version,Retirement Party,0,spotify:track:2Msq0tA2HDpJ8USd75A6j2,0.308,143.615,0.00624,0.441,147137,0.949,0.00495,8,0.391,-6.436,0.081
3161,Workout Plan,Kanye West,0,spotify:track:5CGS4UovzA7ftCJkLVXQju,0.966,80.326,0.594,0.756,44827,0.374,0,5,0.217,-7.966,0.741
3162,American Pie,Don McLean,0,spotify:track:35rSGTENm9C66xPn8dNwgW,0.389,139.039,0.694,0.532,248213,0.622,0,7,0.0609,-9.706,0.0954
